file,bank,addr,label,name,pic,textend,nowrap,zh,en,deepl,checked,notes
,08,46fe,,BLANK,13,done,,"⋯啊﹖
要找你爸爸回家
吃晚餐啊⚬

真是孝順的小孩
⚬

媽媽病逝後﹐
要更堅強喲﹗

啊啊啊﹗﹗
又提到這件事～
真是對不起⚬","...Huh?

Is that for your dad?

How nice of you! Your mom would be proud!

Ah, I'm sorry!",0,0,
,08,4768,,BLANK,20,done,,"是你啊﹗

哈哈哈～
昨天考試﹐你又
考輸我了﹗

嘻嘻～
每．次．都．輸
．我﹗","Haha! Looks like you lost to me in the exam!



I win again!

I always do!",0,0,
,08,47af,,BLANK,1D,done,,"老師要教人家做
小餅乾⚬
這次要吃光光哦
⚬

人家這次不會再
做那種奇怪的餅
乾了啦﹗","The teacher wants to teach people how to make cookies.



I want to eat all of them. I won't make those weird cookies again this time!",0,0,
,08,47fb,,BLANK,16,done,,"唉呀～
最近的月亮怎麼
看起來﹐
有點藍藍的呢﹖

一定是我眼睛又
花了⚬","The moon seems to have a blue tint today...

Must be my imagination.

",0,0,
,08,4837,,BLANK,19,done,,"新聞報導說﹐
明天晚上會有大
規模的流星雨⚬

記得我年輕的時
候﹐
也曾預測過一次
⚬

但那次的預測錯
誤⚬

告訴你哦﹗
婆婆年輕的時候
～
是村子裡有名的
⋯⋯
大．美．女．哦
﹗","The news has reported that there will be a massive meteor shower tomorrow night.



I remember once when I was young, they forecast the same thing. But that time, the prediction was wrong.



Did you know? When I was young, I was famous in the village for my beauty!

",0,0,
script_bell_village1_2,08,4e15,,SNOWY,SNOWY,done,,汪汪～汪汪﹗,Woof! Woof!,0,0,
,08,4e23,,BLANK,1B,done,,"新聞報導說﹐
今天晚上會有大
規模的流星雨⚬

真是期待呢﹗",The news is reporting that there will be a massive meteor shower tonight. I really look forward to it!,0,0,
,08,4e55,,BLANK,13,done,,"不曉得為什麼﹐
只要一提到流星
雨的事﹐
賽亞就會露出不
安的臉色⋯

巴洛特呀﹐
你知道為什麼嗎
﹖","Every time the meteor shower is mentioned, Saya looks troubled...



Ballot, do you know why?",0,0,
script_bell_village2,0e,4abe,,BALLOT,BALLOT_0,done,,"爸爸一定是到了
某個地方了⚬

在房子裡找的話
﹐
一定會有線索的
﹗",Dad must be somewhere. I'm sure there'll be a lead in the house!,0,0,
,0e,4af9,,BALLOT,BALLOT_0,done,,"爸爸一定是到了
某個地方了⚬

在房子裡找的話
﹐
一定會有線索的
﹗","I'll have to search inside first, I'm sure there'll be a lead somewhere.",0,0,
,0e,4b34,,BALLOT,BALLOT_4,done,,"在抽屜裡～
發現了日記﹗",I found a diary in the drawer!,0,0,
,0e,4b4d,,BALLOT,BALLOT_0,done,,"日記的內容這麼
寫道：

～～～
～～～
４月２０日
月亮有藍化的跡
像⋯

為了預防那一天
的來臨﹐
再不快解開圖中
的祕密﹐
恐怕就⋯⋯","...

April 20th

There are signs of the moon turning blue.

If we don't decipher the diagram soon, I'm afraid we won't be able to stop it.",0,0,
,0e,4bc0,,BALLOT,BALLOT_4,done,,"日記裡夾著一張
泛黃的設計圖⚬

圖裡畫著密密麻
麻的機械構造圖

⋯⋯","A yellowed design diagram is enclosed in the diary!

The diagram contains a dense mechanical con- struction...",0,0,
,0e,4bfb,,BALLOT,BALLOT_0,done,,"爸爸一定想解開
設計圖中的祕密

我如果能解開圖
中的祕密的話﹐
就可以知道爸爸
的下落了⚬

可是這圖⋯⋯
再怎麼樣也無法
理解⋯","Dad must have wanted to unearth the secrets of the design schematics. If I can unlock the secrets of the blueprints, I'll probably find Dad.



But this diagram... no matter how hard I try, I can't understand it...",0,0,
,0e,4c6a,,BALLOT,BALLOT_2,done,,"伊隼人曾經提到
過他的朋友﹐
是位天才的機械
發明家⚬

他一定可以知道
圖中的祕密吧﹗

雖然很不願意﹐
但還是必需找一
趟伊隼人⚬","Hayato once mentioned that his friend is a genius mechanical inventor. He must be able to figure out the secret of the diagram!



I have to find Hayato, even though I don't want to...",0,0,
,0e,4cdd,,17,09,done,,嗚～～汪嗚﹗,Awoo~ Woof! Ruff!,0,0,
,0e,4cec,,BALLOT,BALLOT_4,done,,不⋯不要過來﹗,Don't.. Don't come any closer!,0,0,
,0e,4cfd,,17,09,done,,"嗚～嗚～
嗚汪～",Ruff! Ruff! Woof!,0,0,
,0e,4d10,,BALLOT,BALLOT_4,done,,"小白﹖

是小白沒有錯
﹗

你是怎麼了﹖

這是怎麼回事﹖","Snowy?

It is you!

What happened?

How did this happen?",0,0,
,0e,4d42,,SNOWY,09,done,,嗚汪～汪～,Ruff! Ruff!,0,0,
,0e,4d50,,BALLOT,BALLOT_0,done,,"看來發生了大事
情了﹗

小白﹗
我們去找伊隼人
吧﹗","It seems like something big has happened!

Snowy!

Come on, let's go find Hayato!",0,0,
,0e,4d81,,SYSTEM,VAST_FAME,done,,"星獸～小白加入
了隊伍⚬","Snowy joined your party!

",0,0,
,0e,4d99,,BLANK,1B,done,,"亞斯塔的天文台
毀了⚬

但從天文台裡﹐
並沒有發現任何
屍體⚬

巴洛特啊﹗
你父親一定沒有
死的⚬

自己一個人也要
加油哦﹗","The observatory has been destroyed.



Yet, no bodies were found within the observatory.

Ballot!

Your father must be alive somewhere. You'll have to be self-sufficient for now!",0,0,
,0e,4e05,,BLANK,13,done,,"新聞報導說道：

昨天的流星雨﹐
某些擊中了動物
⚬

被擊中的動物﹐
瞬間就變成了怪
獸﹗

科學家稱之為～
～星獸⚬

啊﹗
巴洛特～
小心你的後面啊
﹗﹗﹗","The news reports say that yesterday's meteor shower hit a few animals.



Some of the affected animals turned into mysterious creatures!



Scientists have tentatively named them - Star Beasts.



...Wait, Ballot, what's that behind you?



AHH!! BALLOT!! WATCH OUT!",0,0,
,0e,4e82,,BLANK,20,done,,"萬歲﹗

因為流星雨的關
係﹐
今天不用上課唷
﹗

萬歲﹗","Hooray!

No class today because of the meteor shower!",0,0,
,0e,4eb4,,BLANK,1D,done,,"巴．洛．特～

人家的餅乾做好
了唷﹗

超．好．吃﹗

嗚哇﹗巴洛特被
怪獸追了﹗","Ballot! I made cookies!

Super de-li-cious!

Ahh! Look out! You're being chased by one of those Star Beasts!",0,0,
,0e,4efa,,BLANK,16,done,,"唉呀～
怎麼天空上有一
道裂縫呢﹖

一定是我眼睛又
花了⚬","Uhh... Is that a crack in the sky, or am I going mad?",0,0,
,0e,4f2f,,BLANK,19,done,,"我看到了﹗
看到了﹗

昨晚一群隕石﹐
碰的一聲﹐
就砸到天文台了
﹗

還有我家的小白
兔﹐
也被流星打到﹐
變成怪獸﹗

我嚇得把牠們都
丟掉了﹗","I saw it! I saw it!

Last night a bunch of meteors hit the observatory with a bang!

My rabbits got hit too, and they turned into monsters!

I was so scared that I got rid of them all!",0,0,
script_cardilla_house_1a_2_6d46,66,6d46,,5A,18,done,,"我曾經聽米特少
爺說過﹐他有個
祕?的基地⚬

他曾和他的好朋
友～諾克一起到

祕密基地去冒險
但是少爺說﹐他
們的祕密不能讓
大人知道⋯⋯

唉～少爺是多麼
的活潑呀﹐但是
現在⋯⋯",,0,0,
script_cardilla_house_1d,66,5936,,5A,18,done,,"你們要找卡迪拉
老爺先生﹖
這⋯先生和夫人
都⋯都去逝了",,0,0,
,66,596b,,BALLOT,BALLOT_4,done,,"怎麼會這樣﹖
到底怎麼回事﹖",,0,0,
,66,5986,,5A,18,done,,"先生是一位相當
傑出的星空彩繪
家⚬
一家三口原本過
著幸福平淡的生
活?

誰知道﹐就在那
一天的晚上⋯⋯",,0,0,
,66,59e0,,49,14,done,,"米特﹐知道了嗎
要當一個稱職的
星空彩繪家﹐就
要對星空及星球
間的引力關係﹐
有深入的了解⚬",,0,0,
,66,5a33,,MITT,07,done,,"是的﹐爸爸⚬

爸爸﹐現在月球
因為弗烈茲星系

的裂縫引力牽引
造成軌道偏移﹐

要??修繪
軌跡圖呢﹖",,0,0,
,66,5a89,,49,14,done,,"米特也發現這個
問題了嗎﹖

爸爸真是高興⚬
米特以後一定是

個超越爸爸的星
空彩繪家﹗

月球偏移軌道後
因大氣層光影折
射緣故﹐會變質
成藍色可見光⚬

首先要計算出星
系裂縫的引力值
然後再⋯⋯",,0,0,
,66,5b30,,4A,50,done,,"親愛的﹐
你們有聽到
什麼聲音嗎﹖",,0,0,
,66,5b52,,MITT,07,done,,"媽媽聽到了什麼
嗎﹖",,0,0,
,66,5b66,,49,14,done,,"糟糕﹗是那隻瘋
狂的星獸～

雪熊﹗
米特﹐謝麗娜﹐
你們快逃⚬",,0,0,
,66,5b9f,,4A,50,done,,"不～親愛的﹐我
們一起逃﹗",,0,0,
,66,5bba,,4A,50,done,,親⋯親愛的﹗,,0,0,
,66,5bc9,,MITT,4A,done,,爸爸﹗,,0,0,
,66,5bd2,,5A,18,done,,"於是﹐等到救護
人員趕到時﹐只

剩下奄奄一息的
米特了⋯⋯

米特在爸媽過逝
後﹐因為傷心過

度﹐而把自己封
閉了起來⚬

變??一個沒有
知覺的人﹐如今

還在星夢醫院病
房觀察中⚬
真叫人難過⋯⋯",,0,0,
,66,5c77,,5A,18,done,,"米特在爸媽過逝
後﹐因為傷心過

度﹐而把自己封
閉了起來⚬

變??一個沒有
知覺的人﹐如今

還在星夢醫院病
房觀察中⚬
真叫人難過⋯⋯",,0,0,
script_cardilla_house_26_2_610e,66,610e,,5A,18,done,,"不好了～
不好了﹗
米特少爺最喜歡
的水晶音樂盒被
人給偷走了﹗

就在剛才﹐有一
男一女侵入了少

爺的房間﹐把水
晶音樂盒給偷走
了﹗
真?糟糕﹗",,0,0,
,66,618d,,BALLOT,BALLOT_5,done,,一男一女﹖,,0,0,
,66,619b,,BALLOT,BALLOT_4,done,,"有種不好的預感
難道會是～
『他們』﹖",,0,0,
,66,61c1,,5A,18,done,,"不好了～
不好了﹗
米特少爺最喜歡
的水晶音樂盒被
人給偷走了﹗

就在剛才﹐有一
男一女侵入了少

爺的房間﹐把水
晶音樂盒給偷走
了﹗
真?糟糕﹗",,0,0,
script_carpet_womans_house1_1,08,497a,,BLANK,1F,done,,"啊啊﹗﹗﹗

怎麼把狗帶到別
人家裡來⚬

我才剛換了新地
毯﹐
這下又弄髒了﹗

真是沒教養的小
孩⚬","Ahhh!!!

How could you bring a dog into someone's house?!

I just cleaned my carpet, and now it's dirty again! You uneducated child!

",0,0,
,08,49cc,,SNOWY,SNOWY,done,,嗚～～汪汪汪﹗,Awoo~ Woof! Woof!,0,0,
script_carpet_womans_house1_2,08,4aac,,BLANK,15,done,,"明天晚上會有大
規模的流星雨⚬

這種難見的奇景
﹐
我一定不能錯過
﹗

對了～

明天晚上﹐
我們去你爸的天
文台看流星雨⚬","There will be a massive meteor shower tomorrow night. I can't miss this rare spectacle!



By the way, tomorrow night, we will go to your father's observatory to watch the meteor shower.

",0,0,
script_carpet_womans_house1_3,08,4ecc,,BLANK,1F,done,,"真是可惡～

才剛換了新地毯
﹐
這下又弄髒了﹗","You...

I just re-washed my carpet, and you've dirtied it AGAIN!",0,0,
script_carpet_womans_house1_4,08,4f1a,,BLANK,15,done,,"今天晚上會有大
規模的流星雨⚬

這種難見的奇景
﹐
我一定不能錯過
﹗

對了～

今天晚上﹐
我們去你爸的天
文台看流星雨⚬","There will be a massive meteor shower tonight. I can't miss this rare spectacle!



By the way, tonight, we will go to your father's observatory to watch the meteor shower.",0,0,
,08,4f82,,BALLOT,BALLOT_0,done,,"上學快要遲到了
﹐
不是到處溜噠的
時間⚬",I'm almost late for school! It's not the time to go wandering off.,0,0,
script_carpet_womans_house2_1,0e,5154,,BLANK,1F,done,,"是巴洛特啊～

啊啊啊﹗﹗﹗

快把那隻星獸帶
出去﹗

我才剛洗好了地
毯﹐
又被你弄髒了﹗","Ahh!!! Not again!

Ballot, stop soiling my carpet and take that monster out with you!",0,0,
,0e,519f,,SNOWY,09,done,,"嗚～～
嗚汪汪汪﹗",Awoooooo!,0,0,
,0e,51b1,,BLANK,1F,done,,"啊啊啊啊啊啊﹗

不⋯⋯
不要咬我⋯⋯﹗

快⋯快出去﹗","Ahhhhh!!!!! Don't bite me!!

G-Get away from me!",0,0,
script_carpet_womans_house2_2,0e,528c,,BLANK,15,done,,"流星雨過後﹐
賽亞就神祕的失
蹤了⚬

天文台也毀了⋯

巴洛特啊～
要振作唷﹗","No one's seen Saya since the meteor shower.

The observatory was also destroyed...

Pull yourself together, Ballot! I'm sure he'll be fine.",0,0,
script_clock_tower1f_1,12,5b24,,BLANK,24,done,,"這個鐘塔是加爾
企業的所有物⚬

不可以再進去了
喲⚬尤其是旁邊
那個門﹗
那可以⋯⋯

總之不能靠近
就是了﹗","This clock tower is owned by GaleCorp. Entry is prohibited. Especially through this door! 

This could... 

Anyway, keep out!

",0,0,
script_clock_tower1f_2,12,7787,,BLANK,24,done,,"好⋯好恐佈﹗
鐘塔的擺動停了
﹐在修理的途中
﹐聽到了怪聲音

⋯原來是⋯恐怖
的東西⋯
怎⋯怎麼辦⋯
我不敢進去⋯","H... How terrible!

The clock tower had stopped working, and while repairing it, I heard a strange noise...

It turned out to be... Something terrifying...

Wh-what to do...

I dare not go in...",0,0,
script_clock_tower5f,12,77ea,,29,52,done,,"嘀嘀～答答～滴
答～","Tick, tock, click-clock!",0,0,
,12,77ff,,BALLOT,BALLOT_5,done,,"原來是星獸搞的
鬼﹗牠讓鐘塔的
時間停止了﹐所
以永遠是白天﹗

如果沒有打倒牠
的話﹐馬克的
交接典禮﹐就永
遠無法舉行了﹗","It's this Star Beast's fault!

It stopped the time on the clock tower, so it would always be daytime!

If we don't defeat it, the handover ceremony is never going to be held!",0,0,
,12,7870,,29,52,done,,"嘀嘀～答答～滴
答～","Tick-tick, tock-tock, tick... Tock!",0,0,
script_coffee_forest_part3,12,6471,,27,51,done,,"咕嚕～咕嚕～咕
嚕～","Gluggo gluggo glug!

",0,0,
,12,6486,,NINA,NINA_4,done,,"糟了﹗牠要吐出
令人興奮的氣息
了﹗得趕快打倒
牠才行﹗","Oh no! It is about to emit an exciting scent!

We have to hurry and defeat it!",0,0,
,12,64ba,,BLANK,1D,done,,"呀﹗怎麼回事﹗
我做了什麼事嗎
﹖感覺上﹐好像
做了一場很興奮
的夢⋯⋯","Whoa! What's going on! What was I doing? 

I feels like I was having a very exciting dream...

",0,0,
,12,64fb,,NINA,NINA_1,done,,"這就是天使樹了
﹗只要有天使之
葉的話﹐哥哥的
傷﹐就一定可以
治好的﹗","This is the Angel Tree! With an Angel Leaf, my brother's injuries can be cured for sure!",0,0,
,12,653d,,BALLOT,BALLOT_5,done,,"得到了天使之葉
﹗","Got the Angel Leaf!

",0,0,
script_crystal_village,0e,6324,,BLANK,1E,done,,這裡是水晶村⚬,"Our little town is known for producing Rainbow Crystals, the most durable source of energy ever made!",0,0,
,0e,6336,,BLANK,12,done,,"唉～就這樣莫名
奇妙的失業了⋯

水晶礦區莫名奇
妙的﹐
被閃電集團的人
霸佔了﹗

所有的礦工都失
業了﹗",The Crystal Mines were inexplicably taken over by the Volts and fired all the employees!,0,0,
,0e,638b,,BLANK,14,done,,"閃電集團將礦區
給封閉了起來⚬
並把所有的礦工
都解雇了﹗

糟糕～

不做礦工﹐
那我要做什麼呢
﹖","They shut down the mines and fired everyone!

How awful...

If I can't be a miner, what can I do?",0,0,
,0e,63de,,BLANK,1D,done,,"偷偷告訴你唷﹗

那個閃電集團﹐
好像有個祕密的
基地﹗

這是我偷聽到的
﹗

裡面應該有很大
的祕密﹗","Wanna hear a secret?

That Volt gang seems to have an under- ground base!

At least, that's what I heard while eaves- dropping!

Something big might be in there!",0,0,
,0e,6434,,BLANK,19,done,,"村裡的男人都失
業了﹗
都是那個可惡的
閃電集團搞的﹗","All the men in the village are unemployed!

It's all because of those damned Volt people!",0,0,
,0e,6466,,BLANK,1C,done,,"如果使用彩虹水
晶﹐
當成高速賽車的
核心的話﹐
那一定就是最高
級的高速賽車﹗",All the best racing cars use a Rainbow Crystal in their core! It's ir- replaceable!,0,0,
,0e,64ad,,BLANK,20,done,,"這次不能忘記⋯
不然頭目就⋯

趁沒有人看的時
候⋯
寫在手心裡⋯

壁⋯櫥⋯裡⋯⋯","This time, we can't forget it again..

Or Laki will...

I think I'll write it on the palm of my hand while no one is looking...

It's... in... the closet...",0,0,
,0e,64f7,,BLANK,20,done,,"呀﹗﹗﹗

你怎麼在這裡﹗
走開﹗","?!

This is none of your business!

Now SCRAM!",0,0,
,0e,6515,,BLANK,15,done,,"哎～

老公都失業了⋯
像這種豐盛的午
餐﹐
不曉得還能煮幾
回﹖","Now that my husband is unemployed...

I don't know when I'll be able to cook such fancy lunches again.",0,0,
,0e,6550,,BLANK,1B,done,,"聽說科技城的
雷歐﹐
和閃電隊賽車輸
了三千萬﹗

這種結果是一定
的⚬
因為彩虹水晶停
產了﹐
一定做不出好的
賽車的⚬","I heard that Dr. Leo of Tech City lost 30 million yen racing against the Volts!

It was inevitable; since the Rainbow Crystal was discontinued, he doesn't have the parts to make good racing cars.",0,0,
,0e,65b8,,BLANK,1E,done,,"爸爸的口袋裡﹐
有一顆七彩的水
晶耶﹗",There's a colorful crystal in my dad's pocket!,0,0,
,0e,65de,,BUCK,BUCK,done,,"水晶﹖

給巴克．雷歐博
士．要﹗",Ａ ＣＲＹＳＴＡＬ？ ＧＩＶＥ ＩＴ ＴＯ ＢＵＣＫ！ ＤＲ． ＬＥＯ ＮＥＥＤＳ ＩＴ！,0,0,
,0e,65fc,,BLANK,1E,done,,不～要﹗,No!,0,0,
,0e,6607,,BLANK,20,done,,"站住﹗

這裡是閃電隊的
地盤﹐快走﹗","Get out!

This place is the Volts' turf!",0,0,
,0e,662c,,BALLOT,BALLOT_4,done,,"壁櫥裡有個洞﹗

打開了﹗﹗",There's a doorway in the closet! It's open!,0,0,
,0e,6647,,20,30,done,,"輸、入、密、碼
﹖",ＡＵＴＨＯＲＩＺＡＴＩＯＮ ＮＥＥＤＥＤ． ＰＡＳＳＷＯＲＤ， ＰＬＥＡＳＥ．,0,0,
,0e,665b,,BUCK,BUCK,done,,"巴洛特．巴克．
試試⚬

巴克．要．隊伍
．前頭⚬","ＢＡＬＬＯＴ． ＢＵＣＫ ＷＡＮＴＳ ＴＯ ＴＲＹ．

ＢＵＣＫ ＷＩＬＬ ＬＥＡＤ ＴＨＥ ＷＡＹ．",0,0,
,0e,6689,,BALLOT,BALLOT_4,done,,"壁櫥裡有個洞﹗

打開了﹗﹗",There's a doorway in the closet! It's open!,0,0,
,0e,66a4,,20,30,done,,"輸、入、密、碼
﹖",ＡＵＴＨＯＲＩＺＡＴＩＯＮ ＮＥＥＤＥＤ． ＰＡＳＳＷＯＲＤ， ＰＬＥＡＳＥ．,0,0,
,0e,66b8,,BUCK,BUCK,done,,"巴克．解碼⚬

￠２＃⨉⸳￡
ＭＫＣ㏒㏑３

密碼：
９７．３５","ＢＵＣＫ ＷＩＬＬ ＴＲＹ ＤＥＣＯＤＩＮＧ ＴＨＥ ＰＡＳＳＷＯＲＤ．

．．．

ＰＡＳＳＷＯＲＤ ＩＳ ９７３５",0,0,
,0e,66eb,,20,30,done,,正確～正確⚬,ＡＣＣＥＳＳ ＧＲＡＮＴＥＤ．,0,0,
,0e,66fa,,22,32,done,,"你們是誰﹖

侵入祕密基地的
傢伙﹐
要給你們一點教
訓﹗","Who are you?

How dare you invade our secret base!

We'll teach you a lesson!",0,0,
,0e,672d,,22,32,done,,"可惡﹗
這裡失守了嗎﹖

雖然對不起頭目
及大姐頭﹐
但還是徹退吧﹗","Damn it! We've been found out!

I'm sorry, chief and big sis, but we need to retreat!",0,0,
,0e,676a,,22,32,done,,"不行～
得趕快徹退才行
﹗",No! We need to get out of here!,0,0,
,0e,6784,,22,32,done,,"你們是誰﹖

讓開﹗
不要擋住我徹退
的路﹗","Who are you? Get out of the way! 

You won't stop me from retreating!",0,0,
,0e,67ae,,22,32,done,,"可惡﹗

雖然被打敗了﹐
但你還是阻止不
了我的徹退的﹗",Damn it! I've been beaten! But you're still no match my retreating skills!,0,0,
,0e,67e0,,BALLOT,BALLOT_0,done,,"這一定就是彩虹
水晶了﹗

雷歐博士有了這
個﹐
一定就可以打敗
閃電隊了﹗","This must be the Rainbow Crystal! With this, Dr. Leo will be able to defeat the Volts!",0,0,
,0e,6821,,BALLOT,BALLOT_1,done,,得到彩虹水晶⚬,Got the Rainbow Crystal!,0,0,
,0e,6832,,BLANK,12,done,,"閃電集團莫名奇
妙的跑光了﹗

又可以恢復工作
了⚬

從來不曉得﹐
有工作的感覺是
這麼美妙﹗","Those Volt guys ran for the hills!

We've all gotten our jobs back. I've never been this happy to go to work!",0,0,
,0e,6882,,BLANK,14,done,,"霸佔水晶礦坑的
閃電集團消失了

這真是個天大的
好消息⚬",Good news! Those volty guys occupying the mine have disappeared!,0,0,
,0e,68b3,,BLANK,19,done,,"前幾天經過科技
城的發電塔﹐
結果發現了一隻
好大的貓怪﹗

真是可怕﹗","A few days ago, while walking past Tech City's power plant, there was a giant cat monster! I ran for my life!",0,0,
,0e,68f4,,BLANK,15,done,,"哈哈哈～

老公又有工作了
﹗

煮頓超豪華料理
吧﹗","Hahahaha, my hubby has a job again!

I'll go whip up a deluxe meal!",0,0,
,0e,6923,,BLANK,1E,done,,"爸爸的口袋裡﹐
有一顆七彩的水
晶耶﹗

這是我的寶藏﹐
才不要給任何人
﹗","There's a colourful crystal in my dad's pocket!

I'll never give this treasure to anyone!",0,0,
script_death_valley,58,56be,,LANTE,LANTE_0,done,,＃＄＠※⋯﹗,,0,0,
,58,56cc,,BALLOT,BALLOT_5,done,,"他似乎正在說話
的樣子⋯
戴上耳機﹐什麼
也聽不到﹗",,0,0,
,58,56fe,,LANTE,LANTE_0,done,,"％＄✰＠＄＃﹗
％◇√＃﹗﹗﹗",,0,0,
,58,5719,,LANTE,42,done,,"你們怎麼會有媽
媽的絕緣耳機﹖",,0,0,
,58,5736,,BALLOT,BALLOT_5,done,,"你就是蒂朵阿姨
的兒子﹖
這是怎麼回事﹖",,0,0,
,58,575e,,LANTE,LANTE_0,done,,我叫做藍特⚬,,0,0,
,58,576d,,LANTE,LANTE_0,done,,"爸爸是一個地理
科學家﹐在前天
探測到﹐生之谷
有不正常的火山
活動⚬

隨時有火山爆發
的危險⚬

於是爸爸叫我疏
散村人﹐自己潛

到生之谷觀察情
況了⚬

但是村人都不理
我⋯⋯
我只好在半夜﹐
用笛聲將他們全
都催眠﹐引到死
之谷來⚬",,0,0,
,58,583a,,BALLOT,BALLOT_5,done,,原來如此⚬,,0,0,
,58,5847,,LANTE,LANTE_0,done,,"你就是巴洛特嗎
我聽爸爸提過你
你們正在尋找動
力晶片嗎﹖

爸爸也有一片唷
﹗",,0,0,
,58,588d,,BALLOT,BALLOT_1,done,,這真是太好了﹗,,0,0,
,58,589d,,LANTE,LANTE_0,done,,"就是這個﹗
這是爸爸給我的
爸爸曾經說過﹐
如果遇到巴洛特
的話﹐就把晶片
給他﹗",,0,0,
,58,58e8,,BALLOT,BALLOT_5,done,,得到了晶片５﹗,,0,0,
,58,58f7,,LANTE,42,done,,"啊﹗﹗又地震了
真是擔心爸爸的
安全﹗",,0,0,
,58,591b,,BALLOT,BALLOT_5,done,,"我們到生之谷﹐
找出你爸爸吧﹗",,0,0,
,58,5939,,LANTE,LANTE_0,done,,"嗯﹗等到火山的
危機解除後﹐我

再放出那些村人
⚬",,0,0,
,58,5967,,BALLOT,BALLOT_5,done,,"藍特＆音樂靈加
入隊伍﹗",,0,0,
,58,5980,,SYSTEM,VAST_FAME,done,,"如將藍特置於排
頭﹐如遇阻擋之

人類﹐便可吹奏
出催眠的音樂﹐
而通過阻礙⚬",,0,0,
,58,59c6,,BLANK,22,done,,"放我們出去﹗
你這個死小孩﹗
說什麼生之谷就
快要火山爆發﹗

騙人的死小孩﹗",,0,0,
script_drleo_spaceship_cutscene,0f,4f42,,1B,4C,done,,"博士終於做好了
反重力裝置了﹗

身為加爾企業採
購部經理的我﹐
終於可以回去參
加重要的會議了","Dr. Leo finally finished his anti-gravity device! As the manager of the procurement department of GaleCorp, I can finally return for my important meeting!",0,0,
,0f,4f94,,DR_LEO,DR_LEO,done,,"啊啊啊啊啊﹗﹗

巴洛特啊﹗
你來的剛剛好﹗

了不起的大發現
﹗","AAAAAAAHHH!!

Ballot! You're right on time!

There's been a major breakthrough!",0,0,
,0f,4fca,,BALLOT,BALLOT_4,done,,了不起的發現﹖,A major breakthrough?,0,0,
,0f,4fdc,,DR_LEO,DR_LEO,done,,"我看了你的設計
圖﹐
這可是不得了的
東西喲﹗

這可是一台超越
想像的太空船﹗
太．空．船．哦
﹗

你為什麼會有這
張設計圖﹖","I took a look at those blueprints you gave me, and they're truly wonderful!

These blueprints are for a giant spaceship!

Where could you have gotten these?",0,0,
,0f,504b,,BALLOT,BALLOT_2,done,,"這是爸爸唯一留
下的東西⋯⋯

我一直在想﹐
如照著爸爸的
目標走﹐

一定可以相遇的
⚬","This is the only thing my father left behind..

I hoped that by following in his footsteps, I'd figure out where he went.",0,0,
,0f,5097,,DR_LEO,DR_LEO,done,,"是這樣啊﹗

⋯⋯⋯⋯這是什
麼﹖

設計圖的『核』
﹐
怎麼有八個空白
的部份﹖

⋯⋯⋯

慢著⋯或許⋯⋯","Oh, I see...

Wait, what's this?

In the blueprints for the Core, there are 8 missing pieces...

Unless...",0,0,
,0f,50ed,,DR_LEO,DR_LEO,done,,"就是這個﹗
『動力晶片』﹗
這是核心的
一部份﹗

就我所知﹐
這晶片共有八
個﹐
分別由八個科學
家保管⚬

喂喂～巴洛特﹗

你不是想找到你
爸爸嗎﹖
我們就來做個分
工：

我負責完成圖上
的太空船機體⚬

你就負責尋找﹐
剩下的七個動力
晶片﹐

好嗎﹖","I've got it!

These sections correspond to the power circuits, which are the most important piece of the core!

As far as I can gather, those chips should be in the possession of 8 scientists, and I have one of them.

Ballot!

You want to find your father, don't you? How about we make a deal?

I'll finish the hull of the spaceship, while you go and hunt down the other 7 chips so that we can make this thing fly.

How about that?",0,0,
,0f,51c1,,BALLOT,BALLOT_4,done,,"動力晶片﹖

爸爸一定也想解
開這個謎團⚬

好的﹗

雷歐博士～
我答應你⚬","Power circuits?

Dad must have been trying to solve the mystery of these little things.

Alright!

Dr. Leo, it's a deal!",0,0,
,0f,5200,,1B,4C,done,,"這個晶片﹖

我好像在董事長
那裡﹐
看過類似的東西
⚬

但董事長發生了
一件令人難過的
事情⋯

一言難盡⋯⋯

巴洛特要是來到
加爾企業﹐
我再幫你引見董
事長⚬

各位﹐再見了⚬","These circuits?

I think I remember the chairman having something like that once, but something unfortunate happened since then...

It's kind of hard to explain...

Ballot, if you come over to Gale Corp, I'll help you make an appointment with the chairman.

I've got to go now, see you!",0,0,
,0f,5299,,DR_LEO,DR_LEO,done,,"你不是想找到你
爸爸嗎﹖
我們就來做個分
工：

我負責完成圖上
的太空船機體⚬

你就負責尋找﹐
剩下的七個動力
晶片⚬","You want to find your father, don't you?

I'll finish the hull of the spaceship, so go and hunt down the other 7 chips so that we can make this thing fly.",0,0,
,0f,52fb,,DR_LEO,DR_LEO,done,,"巴洛特～
慢著慢著﹗

先不要急著走⚬","Ballot, hold on! Don't leave in such a hurry!",0,0,
,0f,531f,,DR_LEO,DR_LEO,done,,"這個給你﹗

這是晶片追蹤器
及傳送ＰＤＡ⚬

有了它﹐就可以
知道﹐
剩餘晶片的所在
位置了﹗

ＰＤＡ則是方便
你～
將得到的晶片﹐
傳輸給我⚬","This is for you!

It's a tracker to help you find the circuits, along with a PDA.

With this, you can find out where all the chips are!

The PDA will be convenient as well: you can use it to send the diagrams you find to me.",0,0,
,0f,538f,,BALLOT,BALLOT_1,done,,得到了追蹤器﹗,Got the Chip Tracker!,0,0,
